tweet_id,author_id,created_at,text
8511,117493,Tue Oct 31 23:52:35 +0000 2017,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.
8515,117495,Wed Nov 01 18:36:51 +0000 2017,"@AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio"
8519,117495,Tue Oct 31 23:45:51 +0000 2017,@116875 Cancelación de  membresía Amazon Prime y reembolso ya!
8524,117497,Tue Oct 31 23:43:44 +0000 2017,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!
8526,117498,Tue Oct 31 23:48:16 +0000 2017,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0
8529,117498,Wed Nov 01 00:05:16 +0000 2017,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/
8531,117498,Wed Nov 01 08:55:01 +0000 2017,@AmazonHelp Okay....what information do you need to be able to help then???
8532,117498,Wed Nov 01 09:01:24 +0000 2017,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk
8535,117498,Wed Nov 01 11:28:40 +0000 2017,@AmazonHelp I have re ordered one and going to see how long this one takes and then cancel second if not here by time that one gets here
8581,117511,Wed Nov 22 11:20:19 +0000 2017,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?
9119,117631,Wed Nov 01 00:14:51 +0000 2017,"@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)"
9123,117632,Wed Nov 01 07:28:02 +0000 2017,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!
9127,117632,Wed Nov 01 07:49:02 +0000 2017,@AmazonHelp Thank you
9124,117632,Wed Nov 01 00:16:10 +0000 2017,@AmazonHelp That just takes me to the log in page (I can't log in as I can see from my Audible acct that my log in has been changed to a yopmail acct)
9125,117632,Wed Nov 01 00:11:46 +0000 2017,@AmazonHelp I'm UK based. Are the contact details the same?
9129,117632,Tue Oct 31 23:59:46 +0000 2017,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!
9131,117633,Wed Nov 01 00:17:07 +0000 2017,@AmazonHelp I appreciate the quick reply!!!
9132,117633,Wed Nov 01 00:09:41 +0000 2017,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp
9134,117635,Wed Nov 01 00:07:18 +0000 2017,@AmazonHelp Love you
9137,117636,Wed Nov 01 00:00:01 +0000 2017,@AmazonHelp Had a package scheduled for delivery today and it didn’t come I’m not happy
9144,117638,Tue Oct 31 23:45:45 +0000 2017,"@AmazonHelp Solved, Thank You"
9748,117782,Tue Oct 31 23:52:52 +0000 2017,Since when do I need to be home to receive a package from Amazon that has a T-SHIRT AND PJ PANTS IN IT?! @115817 @115821 😒
9765,117789,Wed Nov 01 00:32:15 +0000 2017,"@AmazonHelp Order date
06-Oct-2017
Order #
406-8895581-1413106
Order total
   3,719.00 (1 item) check out yourself"
9766,117789,Wed Nov 01 00:29:41 +0000 2017,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing
9770,117789,Wed Nov 01 00:39:33 +0000 2017,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it
9773,117789,Wed Nov 01 02:22:16 +0000 2017,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?
9775,117789,Wed Nov 01 06:13:37 +0000 2017,"@AmazonHelp Order date
06-Oct-2017
Order #
406-8895581-1413106
Order total
   3,719.00 (delete it again)"
9780,117790,Wed Nov 01 00:31:20 +0000 2017,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.
9784,117791,Wed Nov 01 00:20:46 +0000 2017,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o"
9786,117791,Wed Nov 01 00:26:38 +0000 2017,@AmazonHelp Haven’t received that email
9790,117793,Wed Nov 01 00:25:30 +0000 2017,@AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.
9801,117791,Wed Nov 01 00:25:04 +0000 2017,"@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list."
9804,117791,Wed Nov 01 00:37:25 +0000 2017,@AmazonHelp I have filled the details
9802,117791,Wed Nov 01 00:15:20 +0000 2017,"@AmazonHelp Haven’t received any mail, can you please resend mail to __email__"
9807,117791,Fri Oct 27 05:26:32 +0000 2017,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9"
9810,117798,Wed Nov 01 00:12:14 +0000 2017,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z
9814,117799,Tue Oct 31 23:04:52 +0000 2017,諸事情でamazonプライム使ったんだけど、これ早く解除しないとお金取られちゃうんだっけ…今回だけなんだよね、どうしても今日ほしいのは…ついでにはいび〜写真集頼んじゃったけども
9816,117800,Wed Nov 01 00:49:54 +0000 2017,@AmazonHelp you it is late but It is fine I just thought it was hilarious
9817,117800,Tue Oct 31 23:58:58 +0000 2017,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH
9819,117801,Wed Nov 01 00:13:08 +0000 2017,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.
9821,117801,Wed Nov 01 00:12:18 +0000 2017,@AmazonHelp so I pay extra for overnight shipping and you guys are gonna delay my package for another 2-4 days? i'd like a full refund 1/2
9865,117816,Wed Nov 22 12:22:44 +0000 2017,"Amazonから明日配達予定だったHDDが届いたんだけど、箱の中のクッション意味あるの？
何の役にもたってないんだけど。
品物が衝撃に弱い精密機器ってわかって梱包してんの？
配達の軽トラの荷台で何時間も衝撃にさらされたHDDですか。 https://t.co/DcqV2uV0we"
9872,117819,Wed Nov 22 12:13:54 +0000 2017,Amazon梱包雑になったぞおおおおおお！？！？ https://t.co/flImzUdwwk
9955,117845,Wed Nov 22 11:43:32 +0000 2017,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam"
9957,117845,Wed Nov 22 01:11:59 +0000 2017,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude."
10321,117870,Thu Nov 30 20:34:18 +0000 2017,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks"
10628,117946,Wed Nov 01 03:19:05 +0000 2017,@AmazonHelp why not? Does Amazon not care about children?
10629,117946,Wed Nov 01 00:36:05 +0000 2017,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?
10633,117948,Wed Nov 01 00:48:39 +0000 2017,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.
10636,117948,Wed Nov 01 01:05:58 +0000 2017,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though."
10639,117948,Wed Nov 01 01:13:29 +0000 2017,"@AmazonHelp Thank you, I will."
10640,117948,Wed Nov 01 03:48:03 +0000 2017,@AmazonHelp No package.
10637,117948,Wed Nov 01 01:03:39 +0000 2017,"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS"
10643,117948,Wed Nov 01 01:11:36 +0000 2017,@AmazonHelp Does it matter that I purchased from https://t.co/iOigqL9Q9K?
10634,117948,Wed Nov 01 00:12:37 +0000 2017,How does amazon have late shipping? Multi billion dollar company @115821
10645,117949,Wed Nov 01 00:31:14 +0000 2017,@AmazonHelp did amazon get hacked?
10650,117951,Tue Oct 31 22:49:19 +0000 2017,勝手にAmazonプライム会員になってて毎月会員費とられてた😇😇😇
10655,117953,Wed Nov 01 00:34:50 +0000 2017,@AmazonHelp a previsão é dia 6 😥
10664,117957,Wed Nov 01 00:19:10 +0000 2017,@AmazonHelp @115766 Can I get a confirmation that it will ship tomorrow?
10665,117957,Wed Nov 01 00:18:53 +0000 2017,@AmazonHelp Hi is there a way to confirm that I make sure my pre-order of @115766 WWII gets here on time? Last year was day late.
11014,118078,Wed Nov 01 01:02:08 +0000 2017,@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.
11015,118078,Wed Nov 01 00:49:57 +0000 2017,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?"
11019,118079,Wed Nov 01 01:56:34 +0000 2017,@AmazonHelp 2 other orders that were due to arrive today did not show up.
11020,118079,Wed Nov 01 01:56:12 +0000 2017,"@AmazonHelp U pay for prime. You expect the befits of the membership. I ordered a package on the 25th, it still isn't here."
11021,118079,Wed Nov 01 02:00:12 +0000 2017,@AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.
11026,118079,Wed Nov 01 02:32:16 +0000 2017,@AmazonHelp Shows it was supposed to be delivered today by 8pm. USPS
11027,118079,Wed Nov 01 02:34:27 +0000 2017,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps"
11029,118079,Wed Nov 01 02:57:31 +0000 2017,@AmazonHelp I purchased the items specifically for the wedding.
11030,118079,Wed Nov 01 02:57:13 +0000 2017,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in."
11032,118079,Wed Nov 01 04:14:03 +0000 2017,@AmazonHelp Yes
11022,118079,Wed Nov 01 01:59:33 +0000 2017,@AmazonHelp You're customer service reps were no help in resolving the issue. They just blamed the carrier.
11023,118079,Wed Nov 01 01:57:06 +0000 2017,@AmazonHelp This makes 5 consecutive orders that missed their deadline.
11038,118081,Wed Nov 01 12:25:36 +0000 2017,@AmazonHelp Yeah I know how to check it. There's no information still
11044,118083,Wed Nov 01 00:20:54 +0000 2017,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK
11046,117955,Wed Nov 01 00:49:17 +0000 2017,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd
11048,118084,Wed Nov 01 01:13:03 +0000 2017,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery"
11051,118084,Wed Nov 01 01:26:02 +0000 2017,@AmazonHelp Will do. Thanks
11049,118084,Wed Nov 01 00:49:34 +0000 2017,@AmazonHelp Original promised delivery date was yesterday to this Friday.
11053,118084,Wed Nov 01 00:17:36 +0000 2017,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM
11055,118085,Wed Nov 01 01:56:35 +0000 2017,"@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれにせよ取り消されるみたいで安心しました！"
11056,118085,Wed Nov 01 00:04:30 +0000 2017,30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。
11059,118086,Wed Nov 01 00:57:07 +0000 2017,@AmazonHelp Should have been today before 8
11060,118086,Wed Nov 01 00:43:30 +0000 2017,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again
11063,118087,Wed Nov 01 01:12:38 +0000 2017,@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card
11064,118087,Wed Nov 01 01:13:31 +0000 2017,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve."
11065,118087,Wed Nov 01 01:21:59 +0000 2017,"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve."
11072,118088,Wed Nov 01 00:56:48 +0000 2017,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?
11075,118088,Wed Nov 01 01:22:02 +0000 2017,"@AmazonHelp i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?"
11076,118089,Wed Nov 01 17:57:16 +0000 2017,@118088 @AmazonHelp https://t.co/JeO1QDroxC
11073,118088,Wed Nov 01 00:19:00 +0000 2017,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?
11078,118090,Wed Nov 01 00:56:37 +0000 2017,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.
11081,118090,Wed Nov 01 01:15:49 +0000 2017,"@AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US."
11084,118091,Mon Nov 06 01:27:24 +0000 2017,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick."
11087,118091,Mon Nov 06 19:09:25 +0000 2017,"@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming."
11085,118091,Wed Nov 01 00:37:13 +0000 2017,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.
11336,118163,Wed Nov 22 13:46:58 +0000 2017,"@AmazonHelp ご親切にどうもありがとうございます。
買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。"
11339,118163,Wed Nov 22 14:01:44 +0000 2017,"@AmazonHelp お答え、どうもありがとうございました。
出品者を確認の上、これからも利用させて頂きます。"
11337,118163,Wed Nov 22 12:47:43 +0000 2017,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。
4843,118168,Wed Nov 22 12:48:05 +0000 2017,"@116313 AmazonPrime発送で詐欺の恐れはありますか？
Nintendo Switchを購入したいんですが
親にAmazon販売.発送じゃないという事を理由に断られました

AmazonPrimeは安心なのでしょうか

AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？
それとも販売ショップからの発送ですか？"
11403,118184,Wed Nov 22 12:44:38 +0000 2017,@AmazonHelp すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸
11404,118184,Wed Nov 22 12:36:16 +0000 2017,"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm"
11426,118191,Wed Nov 22 12:32:37 +0000 2017,Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇
11567,118229,Wed Nov 01 01:14:49 +0000 2017,@AmazonHelp Creo ke no voy a seguir pagando amazon premium pork en cuanto a las devoluciones deja mucho k desear
11568,118229,Wed Nov 01 01:11:35 +0000 2017,"@AmazonHelp Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo??"
11570,118229,Wed Nov 01 01:07:30 +0000 2017,@AmazonHelp Es una devolucion
11574,118230,Wed Nov 01 01:12:45 +0000 2017,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?"
11577,118230,Wed Nov 01 01:33:36 +0000 2017,@AmazonHelp beleza 😢
11579,118231,Wed Nov 01 01:09:57 +0000 2017,@AmazonHelp Please do it fast
11584,118231,Wed Nov 01 01:18:38 +0000 2017,@AmazonHelp But when will this get solved
11585,118231,Fri Nov 03 03:07:15 +0000 2017,@AmazonHelp Still not got any answer
11580,118231,Wed Nov 01 01:06:13 +0000 2017,@AmazonHelp Still not got any mail please solve my problem right now.
11586,118231,Tue Oct 31 02:52:31 +0000 2017,@AmazonHelp Not received any email
11590,118231,Mon Oct 30 03:30:32 +0000 2017,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.
11593,118232,Wed Nov 01 16:22:23 +0000 2017,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!
11597,118233,Wed Nov 01 01:00:30 +0000 2017,@AmazonHelp  don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it
11602,118235,Wed Nov 01 01:10:15 +0000 2017,"@AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again."
11605,118235,Wed Nov 01 01:38:00 +0000 2017,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000"
11607,118235,Wed Nov 01 02:14:27 +0000 2017,"@AmazonHelp Once again the answer is ""We'll send again and your Prime membership means nothing and so does 2-day shipping."" This happens TOO OFTEN."
11603,118235,Wed Nov 01 00:55:04 +0000 2017,"@amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day."
11609,118236,Wed Nov 01 01:10:40 +0000 2017,"@AmazonHelp お忙しい中、丁寧にありがとうございます。
申告窓口へ報告します。(｀_´)ゞ"
11612,118236,Wed Nov 01 02:12:01 +0000 2017,"@AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 

詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ"
11615,118237,Wed Nov 01 00:17:51 +0000 2017,"やばー！
Amazonプライム自動更新されてしまった💧"
11617,118238,Wed Nov 01 00:56:29 +0000 2017,@AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.
11619,118238,Tue Oct 31 20:38:37 +0000 2017,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?
11623,117955,Wed Nov 01 01:50:00 +0000 2017,@AmazonHelp Will do thank you for the help
11624,117955,Wed Nov 01 00:57:35 +0000 2017,@AmazonHelp AMZL US
11974,118354,Tue Oct 31 23:39:57 +0000 2017,@AmazonHelp My Halloween costume is a day late. Can you help?
11981,118356,Wed Nov 01 02:24:08 +0000 2017,@AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now
11984,118356,Wed Nov 01 03:01:38 +0000 2017,@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..
11982,118356,Wed Nov 01 01:00:15 +0000 2017,"@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!!
Should I pledge that I won't ever order from u?!"
12494,118498,Wed Nov 01 01:45:07 +0000 2017,@AmazonHelp I already emailed y’all.
12498,118498,Wed Nov 01 02:06:55 +0000 2017,@AmazonHelp Is that a 24 hr line
12500,118498,Wed Nov 01 02:13:22 +0000 2017,@AmazonHelp Thanks.
12495,118498,Wed Nov 01 01:44:17 +0000 2017,@AmazonHelp Is that a joke amazon! I CANT LOG IN TO CONTACT YOU BECAUSE THEY CHANGED MY EMAIL AND PASSWORD
12502,118499,Wed Nov 01 00:55:46 +0000 2017,"Amazon Kindle の「スライダー」が「マイライブラリー」になったの、本当に不便。「スライダー」は「スライダーから削除」を使うことで、「今、読んでいる(or次に読みたい)本」の枠として便利だった。「マイライブラリー」はどんな思想の枠ですか？
@118500"
12504,118501,Wed Nov 01 02:18:33 +0000 2017,@AmazonHelp Nah. Just answer my question please.
12505,118501,Wed Nov 01 01:19:49 +0000 2017,@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?
12514,118505,Wed Nov 01 04:03:15 +0000 2017,"@AmazonHelp Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on"
12517,118505,Wed Nov 01 04:31:29 +0000 2017,@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir
12519,118505,Wed Nov 01 08:04:29 +0000 2017,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain
12515,118505,Wed Nov 01 01:23:50 +0000 2017,@AmazonHelp 24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone
12522,118505,Tue Oct 31 11:46:33 +0000 2017,"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light"
12524,118505,Tue Oct 31 10:00:36 +0000 2017,@AmazonHelp I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received
12527,118505,Tue Oct 31 07:18:52 +0000 2017,"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business"
12529,118505,Tue Oct 31 03:12:36 +0000 2017,"@AmazonHelp Nobody has called till now, why are you sending fake replies"
12531,118505,Mon Oct 30 07:36:09 +0000 2017,@AmazonHelp Please reply with necessary resolution...
12534,118505,Sun Oct 29 04:49:33 +0000 2017,@118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap
12536,118506,Sun Oct 29 04:46:33 +0000 2017,@AmazonHelp @118505 You people cheaters mentally harass innocent customers you be pulled to cyber crime cell trying to get bank details blocking cod
12538,118505,Sun Oct 29 04:36:53 +0000 2017,@AmazonHelp I have replied dozen of times first check then reply. So silly
12540,118505,Sun Oct 29 04:22:08 +0000 2017,"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team."
12544,118505,Sun Oct 29 03:45:30 +0000 2017,@AmazonHelp Can you please update over this quickly
12548,118505,Sat Oct 28 10:14:49 +0000 2017,@115850 Please do not purchase anything from Amazon ad we are filling case in consumer court for such unfair practices. Amazon.in please respond
12549,115850,Sat Oct 28 06:05:04 +0000 2017,Changed your mind about something you bought? Have no fear. Replace products with ease on Amazon. https://t.co/mESIpKkCpK
13130,118701,Wed Nov 01 02:23:06 +0000 2017,@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.
13135,118701,Wed Nov 01 02:52:46 +0000 2017,@AmazonHelp 6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.
13137,118701,Wed Nov 01 03:14:26 +0000 2017,"@AmazonHelp have already taken multiple surveys, and responded on email, twitter, chat and phone. order cancelled. No action from you guys!"
13138,118701,Wed Nov 01 03:12:39 +0000 2017,@AmazonHelp the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??
13140,118701,Wed Nov 01 03:20:10 +0000 2017,@AmazonHelp For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.
13142,118701,Wed Nov 01 03:34:44 +0000 2017,"@AmazonHelp Submitted, for the third time for the same issue."
13144,118701,Wed Nov 01 05:19:11 +0000 2017,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply
13146,118701,Wed Nov 01 05:29:12 +0000 2017,@AmazonHelp Can someone please call me. I have responded to multiple emails and surveys now without my question being addressed. This is very annoying.
13148,118701,Wed Nov 01 06:17:53 +0000 2017,@AmazonHelp I have written back. expecting a call urgently.
13149,118701,Wed Nov 01 06:14:52 +0000 2017,@AmazonHelp asm mentioned before. You all are just idiots.
13131,118701,Wed Nov 01 02:24:06 +0000 2017,"@AmazonHelp so far, I only keep getting hollow assurances that I will not face this issue again. Don't need assurances, need the product i ordered!"
13132,118701,Wed Nov 01 01:47:25 +0000 2017,@AmazonHelp I have. And I have spoken to customer care again on chat.
13152,118701,Wed Nov 01 01:36:51 +0000 2017,@AmazonHelp Thanks. I wish the same degree of concern were shown about my complaint though.
13154,118701,Tue Oct 31 18:44:35 +0000 2017,@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA
13157,118701,Sun Oct 22 16:27:34 +0000 2017,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.
13159,118701,Sun Oct 22 16:05:38 +0000 2017,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.
13162,118701,Sun Oct 22 14:45:16 +0000 2017,@AmazonHelp This has been the most frustrating and useless customer service ever.
13164,118701,Sun Oct 22 14:38:36 +0000 2017,"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !"
13169,118704,Wed Nov 01 01:55:50 +0000 2017,@AmazonHelp Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.
13172,118705,Wed Nov 01 01:59:11 +0000 2017,"@AmazonHelp Not your fault. It's the stupid @118706 (great that u responded, notice they didn't). They're always giving me my neighbor's mail too. Thanks"
13175,118707,Wed Nov 01 01:51:28 +0000 2017,@AmazonHelp É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico
13179,118708,Wed Nov 01 01:53:41 +0000 2017,"@AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently"
13183,118709,Wed Nov 01 01:18:43 +0000 2017,"@AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls"
13188,118710,Wed Nov 01 01:52:12 +0000 2017,"@AmazonHelp Thanks, did you receive my other tweet regarding a VAT receipt?"
13189,118710,Wed Nov 01 01:44:51 +0000 2017,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?"
13191,118711,Wed Nov 01 01:41:02 +0000 2017,"Amazonの使い方が難しく感じます

わけわかめ

ちゃんと頼めてんのかね"
13458,118798,Fri Dec 01 06:18:35 +0000 2017,@AmazonHelp Schnippig ist sie auch noch? Wird ja immer interessanter 😅
13460,118798,Fri Dec 01 06:07:38 +0000 2017,"""Alexa, häng die Wäsche auf"" ?! 🤔
#Amazon #Ariel #AmazonEcho https://t.co/Cav3Pli81W"
13562,118828,Wed Nov 01 02:20:00 +0000 2017,@AmazonHelp Ok. Thank you!
13563,118828,Wed Nov 01 01:53:28 +0000 2017,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.
13565,118829,Wed Nov 01 01:33:35 +0000 2017,@AmazonHelp https://t.co/saX0kAZVCW!
13571,118831,Wed Nov 01 01:45:31 +0000 2017,"おいいいいい！発売する三ヶ月前から予約注文で受け付けた品物くらい発売日にきっちり届けろよAmazonさんw

だからkonozamaとか言われるんだよw"
13573,118832,Wed Nov 01 01:48:22 +0000 2017,@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH
13575,118832,Wed Nov 01 01:46:28 +0000 2017,"@AmazonHelp __email__, notifying me about the missed call and asking me to call 1-877-243-2913 to verify purchase.Is this legit?"
13576,118832,Wed Nov 01 01:46:03 +0000 2017,@AmazonHelp  Ordered a camera; Shortly after received call from 206-508-4014. I didn't answer.. I immediately received an email from...
13864,118918,Wed Nov 01 06:48:01 +0000 2017,@AmazonHelp nice game ha. first fool the customer then extend the issue until warranty expires and then you are free. cheating enterprises amazon
13865,118918,Wed Nov 01 06:46:39 +0000 2017,@AmazonHelp you have wasted one month by bullsh****g me. now i am being told itvis out of warranty. issue is reported yo @79087 under warranty.
13868,118918,Wed Nov 01 07:10:44 +0000 2017,@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.
13870,118918,Thu Nov 02 06:36:41 +0000 2017,"@AmazonHelp same reply again and again. if the complaint is raised under warranty period and if @2005 wont solve it, how is it out of warranty?"
13873,118918,Thu Nov 02 07:13:11 +0000 2017,@AmazonHelp therevis no resolution. you are asking me to throw it in dumpster. why do you sell stolen products?
